Title,Score,Episodes,Genres,Status
.hack//G.U. Trilogy: Parody Mode,56.0,1.0,"Comedy, Fantasy, Sci-Fi",FINISHED
Sengoku Kitan Youtouden,56.0,3.0,Action,FINISHED
Osu (1987),56.0,1.0,,FINISHED
Mori no Densetsu,56.0,1.0,"Adventure, Drama, Fantasy, Music",FINISHED
GREY: Digital Target,56.0,1.0,"Action, Fantasy, Sci-Fi",FINISHED
Immortal Grand Prix,56.0,5.0,"Mecha, Sci-Fi, Sports",FINISHED
Hand Maid Mai,56.0,1.0,"Comedy, Romance, Sci-Fi",FINISHED
Chivas 1-2-3,56.0,2.0,"Action, Comedy, Ecchi, Fantasy, Supernatural",FINISHED
Crying Freeman,56.0,6.0,"Action, Adventure, Drama",FINISHED
Comic Party Specials,56.0,4.0,"Comedy, Drama",FINISHED
Wind: a breath of heart OVA,56.0,3.0,"Drama, Romance, Supernatural",FINISHED
Hajimari no Boukensha-tachi: Legend of Crystania,56.0,1.0,"Action, Adventure, Fantasy, Supernatural",FINISHED
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,56.0,1.0,Romance,FINISHED
Yumemiru Otome,56.0,,Hentai,RELEASING
Kateikyoushi x Saimin 2 The Animation,56.0,2.0,Hentai,FINISHED
Re: searchlight,56.0,1.0,"Fantasy, Sci-Fi",FINISHED
1000-mankai Hug Nanda,56.0,1.0,Slice of Life,FINISHED
Bucchigire!,56.0,12.0,"Action, Fantasy",FINISHED
"Nonbiri to,",56.0,1.0,,FINISHED
Celia-sensei no Wakuwaku Magical Kyoushitsu,56.0,18.0,"Comedy, Fantasy, Slice of Life",FINISHED
Micchiri Neko March Deluxe!,56.0,1.0,,FINISHED
Huyao Xiao Hongniang: Liang Sheng Hua,56.0,12.0,"Adventure, Fantasy, Romance, Supernatural",FINISHED
Evangelion x KATE CM,56.0,1.0,,FINISHED
Taimanin Asagi: Toraware no Niku Ningyou,56.0,1.0,"Hentai, Supernatural",FINISHED
Sayonara Watashi no Cramer,56.0,13.0,"Drama, Sports",FINISHED
Kanojo ga Yatsu ni Dakareta hi,56.0,,Hentai,RELEASING
Jeolyeonjooui Sahang,56.0,1.0,"Drama, Romance",FINISHED
OBSOLETE Part II,56.0,6.0,"Mecha, Sci-Fi",FINISHED
Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou,56.0,4.0,Comedy,FINISHED
Chou Kadou Girl 1/6,56.0,12.0,"Comedy, Romance",FINISHED
Lupin III 3DCG,56.0,1.0,"Action, Thriller",FINISHED
Zton Jingai Animation: A Beautiful Greed Nulu Nulu,56.0,1.0,"Hentai, Romance",FINISHED
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,56.0,2.0,"Action, Adventure, Drama, Fantasy",FINISHED
BORUTO: NARUTO NEXT GENERATIONS,56.0,293.0,"Action, Adventure, Fantasy",FINISHED
Usakame,56.0,12.0,"Comedy, Sports",FINISHED
Etsuraku no Tane THE ANIMATION,56.0,1.0,Hentai,FINISHED
Bonjour♪ Koiaji Pâtisserie,56.0,24.0,"Comedy, Romance, Slice of Life",FINISHED
Shounen Hollywood: HOLLY STAGE FOR 49,56.0,13.0,"Music, Slice of Life",FINISHED
Bokura Mangaka: Tokiwasou Monogatari,56.0,1.0,"Comedy, Slice of Life",FINISHED
Akuma Tou no Prince: Mitsume ga Tooru,56.0,1.0,"Adventure, Comedy, Supernatural",FINISHED
Bakumatsu Gijinden Roman,56.0,12.0,Fantasy,FINISHED
Netorare Zuma,56.0,1.0,Hentai,FINISHED
Arashi no Yoru ni: Himitsu no Tomodachi,56.0,26.0,"Adventure, Drama",FINISHED
Katte ni Kaizou Specials,56.0,3.0,"Comedy, Sci-Fi",FINISHED
Scan2Go,56.0,52.0,Sports,FINISHED
Finder no Hyouteki,56.0,2.0,,FINISHED
Ore wa Kanojo wo Shinjiteru!,56.0,1.0,Hentai,FINISHED
Nine: Original-ban,56.0,1.0,"Romance, Sports",FINISHED
Heroman Specials,56.0,3.0,"Action, Sci-Fi",FINISHED
Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,56.0,1.0,"Adventure, Comedy, Fantasy, Horror, Supernatural",FINISHED
Tottoko Hamtarou: Ham Ham Paradichu! Movie: Hamtarou to Fushigi no Oni no Ehon Tou,56.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Hyakujitsu no Bara,56.0,2.0,Drama,FINISHED
Choujuu Kishin Dancougar: Hakunetsu no Shuushou,56.0,4.0,"Mecha, Sci-Fi",FINISHED
Sekai Meisaku Douwa: Hakuchou no Ouji,56.0,1.0,Fantasy,FINISHED
Hoshi no Ouji-sama: Petit Prince,56.0,35.0,Adventure,FINISHED
Kirepapa,56.0,2.0,"Comedy, Drama, Romance",FINISHED
Gulliver no Uchuu Ryokou,56.0,1.0,"Adventure, Fantasy, Sci-Fi",FINISHED
SF Shin Seiki Lensman,56.0,1.0,"Action, Adventure, Sci-Fi",FINISHED
Zoku Koihime,56.0,2.0,"Fantasy, Hentai, Supernatural",FINISHED
Rakugo Tennyo Oyui,56.0,12.0,Comedy,FINISHED
Tattoon Master,56.0,2.0,"Adventure, Comedy, Slice of Life, Supernatural",FINISHED
Hiatari Ryoukou! KA SU MI: Yume no Naka ni Kimi ga Ita,56.0,1.0,"Comedy, Drama, Romance",FINISHED
I''s Pure Bonus,56.0,5.0,"Comedy, Ecchi, Romance",FINISHED
Transformers Headmasters,56.0,35.0,"Adventure, Mecha, Sci-Fi",FINISHED
Ninja Ryuukenden,56.0,1.0,"Adventure, Drama, Sci-Fi",FINISHED
TROUBLE “WAN”DER！,56.0,1.0,,FINISHED
69: Itsuwari no Hohoe,56.0,,Hentai,RELEASING
Hikari yo,56.0,1.0,,FINISHED
Yasuke,56.0,6.0,"Action, Fantasy, Mecha, Sci-Fi",FINISHED
Boku wa Robot-goshi no Kimi ni Koi wo Suru,56.0,1.0,"Romance, Sci-Fi",FINISHED
Uzumaki,56.0,4.0,"Drama, Horror, Mystery, Psychological, Supernatural",FINISHED
Boku to Sensei to Tomodachi no Mama,56.0,2.0,Hentai,FINISHED
Puso Ni Comi,56.0,20.0,"Comedy, Sci-Fi",FINISHED
Hachigatsu no Cinderella Nine,56.0,12.0,"Slice of Life, Sports",FINISHED
Rape Gouhou ka!!!,56.0,2.0,Hentai,FINISHED
Wangu Xian Qiong 2,56.0,12.0,"Adventure, Comedy, Fantasy",FINISHED
Tokino Kousa,56.0,1.0,,FINISHED
Teekyuu 6 Specials,56.0,2.0,"Comedy, Slice of Life, Sports",FINISHED
Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,56.0,2.0,"Hentai, Music",FINISHED
Follow Me,56.0,1.0,Drama,FINISHED
Ane Log: Moyako Nee-san no Tomaranai Monologue,56.0,3.0,"Comedy, Ecchi, Slice of Life",FINISHED
Mou Hitotsu no Mirai wo.,56.0,3.0,Sci-Fi,FINISHED
Meiji Tokyo Renka: Yumihari no Serenade,56.0,1.0,"Drama, Romance, Supernatural",FINISHED
Fate/Zero Cafe,56.0,2.0,Comedy,FINISHED
Chitose Get You!!,56.0,26.0,"Comedy, Romance, Slice of Life",FINISHED
Love Bitch: Yasashii Onna,56.0,1.0,Hentai,FINISHED
Takarajima Memorial: Yuunagi to Yobareta Otoko,56.0,1.0,"Adventure, Drama, Mystery, Supernatural",FINISHED
Lady Lady!! (1988),56.0,1.0,Drama,FINISHED
Newmanoid Cam,56.0,1.0,Hentai,FINISHED
Votoms Finder,56.0,1.0,"Action, Drama, Mecha, Sci-Fi",FINISHED
Kansen: Inyoku no Rensa,56.0,2.0,Hentai,FINISHED
Hitozuma Koukan Nikki,56.0,2.0,Hentai,FINISHED
Akikan! OVA,56.0,1.0,"Comedy, Ecchi",FINISHED
Top wo Nerae! Gunbuster! Science Lesson,56.0,4.0,"Comedy, Sci-Fi",FINISHED
Shigofumi Picture Drama,56.0,7.0,"Comedy, Drama, Fantasy",FINISHED
The Supergal,56.0,1.0,"Action, Comedy, Sci-Fi",FINISHED
Yuuwaku,56.0,2.0,Hentai,FINISHED
Yagami Yuu,56.0,1.0,"Hentai, Horror",FINISHED
Sazae-san,56.0,,"Comedy, Slice of Life",RELEASING
Idol Project,56.0,4.0,"Adventure, Comedy, Music",FINISHED
Onna Senshi Efe & Jira: Gude no Monshou,56.0,1.0,"Adventure, Fantasy",FINISHED
Lesson XX,56.0,1.0,"Comedy, Romance",FINISHED
From I''s: Mou Hitotsu no Natsu no Monogatari ,56.0,2.0,"Drama, Romance",FINISHED
Wizardry,56.0,1.0,"Action, Adventure, Fantasy",FINISHED
Kagihime Monogatari: Eikyuu Alice Rinbukyoku,56.0,13.0,"Action, Drama, Fantasy, Mahou Shoujo, Romance",FINISHED
Hitsuji no Uta,56.0,4.0,"Drama, Horror",FINISHED
Asagiri no Miko,56.0,26.0,"Action, Comedy, Drama, Fantasy",FINISHED
Egumi Legacy,56.0,12.0,Comedy,FINISHED
Sweet and Hot,56.0,,Hentai,RELEASING
MagidesKAI: Mahou Shoujo Magical Destroyers PV,56.0,1.0,"Action, Mahou Shoujo",FINISHED
Mahoyome Specials,56.0,6.0,Comedy,FINISHED
Aharen-san wa Hakarenai Mini,56.0,18.0,Comedy,FINISHED
Fanpai Chushihua,56.0,16.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Yuan Long 3,56.0,16.0,"Action, Fantasy",FINISHED
"Mori no Kuma-san, Toumin-chuu.",56.0,9.0,"Fantasy, Hentai, Romance",FINISHED
Soshite Kimi wa Tsuki ni Natta,56.0,1.0,,FINISHED
Ouji no Honmei wa Akuyaku Reijou,56.0,8.0,"Fantasy, Hentai, Romance",FINISHED
Koe Dake ga,56.0,1.0,"Adventure, Fantasy",FINISHED
"Tokimeki wa, Sugu Soba ni.",56.0,3.0,"Romance, Slice of Life, Sports",FINISHED
Wangu Jian Shen,56.0,26.0,"Action, Adventure, Fantasy",FINISHED
Zhan Shuang Panini,56.0,12.0,"Action, Comedy",FINISHED
Wan Jie Shenzhu 3,56.0,208.0,"Adventure, Fantasy",FINISHED
Natsu no Niwa,56.0,1.0,"Adventure, Fantasy",FINISHED
Subarashiki Kokka no Kizukikata,56.0,2.0,Hentai,FINISHED
Nani mo Shite Agerarenai,56.0,1.0,,FINISHED
"TRICKSTER: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",56.0,2.0,Mystery,FINISHED
MUTEKING THE Dancing HERO,56.0,12.0,"Action, Comedy, Music, Sci-Fi",FINISHED
Rune's Pharmacy,56.0,4.0,Hentai,FINISHED
Nissan SERENA x One Piece: Sennyuu Sauzando Sanii-gou,56.0,1.0,"Comedy, Fantasy",FINISHED
Rudolf to Ippaiattena,56.0,1.0,"Adventure, Comedy",FINISHED
Ling Yu 4,56.0,12.0,Fantasy,FINISHED
Lu Shidai 2,56.0,13.0,"Action, Adventure, Comedy",FINISHED
"Monster Strike 2: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",56.0,1.0,"Action, Fantasy, Music",FINISHED
18if,56.0,13.0,"Adventure, Fantasy, Mystery, Supernatural",FINISHED
Ecchi na Shintai Sokutei Anime Edition,56.0,1.0,Hentai,FINISHED
Neko Neko Nihonshi,56.0,32.0,Comedy,FINISHED
Nurse Witch Komugi-chan R,56.0,12.0,"Comedy, Mahou Shoujo, Music",FINISHED
Shin Hitou Meguri,56.0,2.0,Hentai,FINISHED
Waisetsu Missile: THE ANIMATION,56.0,1.0,Hentai,FINISHED
Rinne no Lagrange season 2 Picture Drama,56.0,6.0,"Action, Comedy, Mecha",FINISHED
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaa-san THE ANIMATION,56.0,2.0,Hentai,FINISHED
Otome Nadeshiko Koi Techou,56.0,1.0,,FINISHED
Gakuen 3,56.0,2.0,Hentai,FINISHED
Shouwa Monogatari,56.0,13.0,Drama,FINISHED
Midori-ko,56.0,1.0,Drama,FINISHED
Mofuku Tsuma,56.0,1.0,Hentai,FINISHED
Nine 3: Kanketsu-hen,56.0,1.0,"Romance, Sports",FINISHED
Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,56.0,1.0,"Adventure, Comedy, Fantasy, Horror, Supernatural",FINISHED
Blade,56.0,12.0,"Action, Drama, Horror, Supernatural",FINISHED
Musuko no Tomodachi ni Okasarete,56.0,2.0,Hentai,FINISHED
"Sora no Iro, Mizu no Iro Ero Bonus",56.0,2.0,Hentai,FINISHED
Bikkuriman 2000,56.0,68.0,"Adventure, Fantasy",FINISHED
Man'in Densha,56.0,3.0,Hentai,FINISHED
Kojin Jugyou THE ANIMATION: Schoolgirl ready for a private lesson,56.0,2.0,Hentai,FINISHED
Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,56.0,1.0,Mystery,FINISHED
Sonic Soldier Borgman II: New Century 2058,56.0,3.0,"Action, Sci-Fi",FINISHED
Ikusa Otome Suvia,56.0,4.0,"Fantasy, Hentai",FINISHED
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,56.0,2.0,"Action, Fantasy",FINISHED
Mahou Shoujo Ai,56.0,5.0,"Action, Hentai, Horror, Mahou Shoujo, Supernatural",FINISHED
Angelique,56.0,3.0,"Drama, Fantasy, Romance, Sci-Fi",FINISHED
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,56.0,1.0,"Action, Mecha, Sci-Fi",FINISHED
Dr. Rin ni Kiitemite!,56.0,51.0,"Comedy, Fantasy, Romance",FINISHED
Lovedol: Lovely Idol,56.0,12.0,Music,FINISHED
Legend of Crystania,56.0,3.0,"Action, Adventure, Fantasy, Supernatural",FINISHED
Seiden: RG VEDA,56.0,2.0,"Adventure, Drama, Fantasy",FINISHED
Najica Dengeki Sakusen,56.0,12.0,"Action, Comedy, Ecchi, Sci-Fi",FINISHED
Ikenie,56.0,1.0,"Action, Comedy, Supernatural",FINISHED
"S-Rank Monster no ""Behemoth"" Dakedo, Neko to Machigawarete Elf Musume no Pet to Shite Kurashitemasu",56.0,12.0,"Action, Adventure, Comedy, Ecchi, Fantasy",RELEASING
Sai-Kyo-Oh! Zukan: The Ultimate Battles,56.0,50.0,Action,FINISHED
Marujanai Shima no Shikaku na Pokémon!?,56.0,5.0,"Adventure, Fantasy",FINISHED
VSPO! Shin Logo Animation PV,56.0,1.0,Action,FINISHED
Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,56.0,13.0,Comedy,FINISHED
Donna Monja TV,56.0,2.0,,FINISHED
TRIBE NINE,56.0,12.0,"Action, Sci-Fi, Sports",FINISHED
Dahouji Yu Gongzhu Qun,56.0,13.0,"Drama, Romance",FINISHED
Fondant Step,56.0,1.0,,FINISHED
Sumikko Gurashi Movie: Aoi Tsukiyo no Mahou no Ko,56.0,1.0,Comedy,FINISHED
Alita de Shi Lian,56.0,1.0,"Action, Fantasy",FINISHED
Hakuouki Shinkai: Kaze no Shou,56.0,1.0,"Action, Drama",FINISHED
Machikado Mazoku Mini,56.0,36.0,"Comedy, Fantasy, Mahou Shoujo, Slice of Life",FINISHED
Egao no Daika,56.0,12.0,"Drama, Fantasy, Mecha, Slice of Life",FINISHED
Onikiri Musume Saisen,56.0,1.0,Action,FINISHED
Yarichin☆Bitch-bu,56.0,2.0,"Comedy, Hentai, Romance",FINISHED
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2,56.0,12.0,"Comedy, Fantasy",FINISHED
Twin Angel Break,56.0,12.0,"Comedy, Mahou Shoujo",FINISHED
Ketsuekigata-kun! 3,56.0,12.0,Comedy,FINISHED
Space☆Dandy Picture Drama,56.0,2.0,"Comedy, Sci-Fi",FINISHED
Turning Girls,56.0,7.0,"Comedy, Slice of Life",FINISHED
Shakugan no  SHANA: Shana to Yuuji no Naze Nani Shana,56.0,1.0,"Comedy, Fantasy, Supernatural",FINISHED
Stringendo: Angel-tachi no Private Lesson - Core MIX Megamori Okazu desu yo,56.0,1.0,Hentai,FINISHED
Itsuka Tenma no Kuro Usagi Special,56.0,1.0,"Comedy, Ecchi",FINISHED
Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku♪Haha Dai Bousou,56.0,1.0,Comedy,FINISHED
Taimanin Asagi: Bonus Video,56.0,1.0,"Action, Hentai, Supernatural",FINISHED
Kansen 2: Inzai Toshi,56.0,2.0,Hentai,FINISHED
Kurogane no Linebarrels OVA,56.0,2.0,"Action, Comedy, Ecchi, Mecha",FINISHED
TO,56.0,2.0,"Action, Sci-Fi",FINISHED
Koneko no Studio,56.0,1.0,Comedy,FINISHED
Enyoku,56.0,1.0,Hentai,FINISHED
Great Mazinger tai Getter Robo,56.0,1.0,"Action, Mecha, Sci-Fi",FINISHED
Ryuu Seiki,56.0,2.0,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",FINISHED
Bikkuriman,56.0,75.0,"Comedy, Fantasy",FINISHED
Doraemon: It's Summer!,56.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,56.0,13.0,"Drama, Slice of Life",FINISHED
Sci-fi Harry,56.0,20.0,"Drama, Horror, Sci-Fi",FINISHED
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,56.0,13.0,"Comedy, Drama, Romance, Sci-Fi",FINISHED
Psychic Academy: Oura Banshou,56.0,24.0,"Comedy, Romance, Supernatural",FINISHED
Artiswitch: Ruru's Episodes of Memories,56.0,2.0,"Drama, Psychological",FINISHED
utakata,56.0,1.0,Slice of Life,FINISHED
Huan Chong Shi,56.0,16.0,"Action, Adventure, Fantasy",FINISHED
Kyun Kyun MIKO Kyun Kyun♡,56.0,1.0,,FINISHED
Ima wa Shourai ni Hairimasu ka.,56.0,1.0,Sci-Fi,FINISHED
Overlord: Ple Ple Pleiades Tokubetsu-hen,56.0,1.0,"Comedy, Fantasy",FINISHED
Tanetsuke Oji-san to Papakko JD Saimin Seikatsu The Animation,56.0,1.0,Hentai,FINISHED
"Kikkake wa, KitKat de.",56.0,2.0,Slice of Life,FINISHED
Ganbare! Kakure Ase Project,56.0,1.0,"Music, Slice of Life",FINISHED
Ontology,56.0,1.0,,FINISHED
Gebaude=Baude,56.0,10.0,"Comedy, Sci-Fi",FINISHED
Inochi Bakkari,56.0,1.0,Psychological,FINISHED
"Fukuraimachi, Tunnel Roji no Otoko",56.0,1.0,,FINISHED
Jing: Shuang Cheng - Feng Qi Pian,56.0,4.0,"Action, Adventure, Fantasy, Romance",FINISHED
Natsunagu!,56.0,12.0,"Drama, Slice of Life",FINISHED
THE IDOLM@STER CINDERELLA GIRLS: Spin-off!,56.0,1.0,Action,FINISHED
Gurazeni,56.0,12.0,"Comedy, Drama, Sports",FINISHED
Luck & Logic,56.0,12.0,"Action, Fantasy",FINISHED
Gakuen Handsome The Animation,56.0,1.0,"Comedy, Romance",FINISHED
Another: Misaki Mei - Shizuka ni,56.0,1.0,,FINISHED
D-spray,56.0,1.0,Hentai,FINISHED
Mangirl!,56.0,13.0,"Comedy, Slice of Life",FINISHED
Gregory Horror Show: The Last Train,56.0,26.0,"Comedy, Horror, Mystery, Supernatural",FINISHED
Ginga Patrol PJ,56.0,26.0,"Drama, Sci-Fi",FINISHED
Peace Maker Kurogane: Original Short Story - Gion Festival,56.0,1.0,"Action, Comedy, Drama",FINISHED
Umi kara no Shisha,56.0,1.0,Sci-Fi,FINISHED
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,56.0,1.0,Comedy,FINISHED
Kaitei Shounen Marine,56.0,65.0,"Action, Adventure, Sci-Fi",FINISHED
Future War 198X-nen,56.0,1.0,Drama,FINISHED
Toilet no Hanako-san,56.0,1.0,Horror,FINISHED
Pikachu Tanken Club,56.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Black Jack ONA,56.0,12.0,Drama,FINISHED
Time Slip Ichimannen Prime Rose,56.0,1.0,"Action, Adventure, Drama, Romance, Sci-Fi",FINISHED
Tokubetsu Byoutou,56.0,2.0,Hentai,FINISHED
Andromeda Stories,56.0,1.0,"Fantasy, Sci-Fi",FINISHED
Pinocchio yori Piccolino no Bouken,56.0,52.0,Adventure,FINISHED
Rakushou! Hyper Doll,56.0,2.0,"Adventure, Comedy, Sci-Fi",FINISHED
Uchuu no Senshi,56.0,6.0,"Mecha, Sci-Fi",FINISHED
Kidou Senshi SD Gundam Mk-II,56.0,3.0,"Mecha, Sci-Fi",FINISHED
Divergence Eve,56.0,13.0,"Adventure, Comedy, Drama, Horror, Mecha, Sci-Fi",FINISHED
Maso Mesu Soap de Aimashou!,56.0,2.0,Hentai,FINISHED
Shuumatsu Hospital,56.0,,Hentai,RELEASING
Hyu~dorodoro,56.0,1.0,"Horror, Supernatural",FINISHED
NEET Kunoichi to Naze ka Dousei Hajimemashita,56.0,24.0,"Comedy, Ecchi, Romance",RELEASING
non-reflection,56.0,1.0,,FINISHED
Byakuya,56.0,1.0,"Action, Adventure, Fantasy",FINISHED
Rick and Morty: The Great Yokai Battle of Akihabara,56.0,1.0,"Comedy, Mecha",FINISHED
Amakamisama,56.0,1.0,,FINISHED
Monogatari wo kimi e. - Fukakai 2 Q1 Ending Animation,56.0,1.0,Music,FINISHED
Xue Yu Xin,56.0,12.0,Drama,FINISHED
Baraou no Souretsu,56.0,24.0,"Action, Drama, Supernatural",FINISHED
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de… ,56.0,8.0,"Ecchi, Hentai, Romance",FINISHED
Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,56.0,7.0,Comedy,FINISHED
Kidou Senshi Gundam: Hikaru Inochi Chronicle U.C.,56.0,1.0,"Mecha, Sci-Fi",FINISHED
Naizou Arimasu ka,56.0,1.0,,FINISHED
Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi,56.0,8.0,"Comedy, Hentai, Romance",FINISHED
Futari wa Precure: Splash☆Star - Maji★Doki♥3D Theater,56.0,1.0,"Action, Fantasy, Mahou Shoujo",FINISHED
Shi Xiong,56.0,41.0,"Action, Comedy, Horror",FINISHED
Tsubasa to Hotaru (2016),56.0,3.0,Romance,FINISHED
Inyutsu no Yakata THE ANIMATION,56.0,1.0,Hentai,FINISHED
Secret Journey,56.0,2.0,"Comedy, Fantasy, Hentai, Supernatural",FINISHED
Ienai Koto,56.0,2.0,Hentai,FINISHED
Eromame,56.0,2.0,"Hentai, Romance",FINISHED
Haitai Nanafa 2nd Season,56.0,13.0,"Comedy, Supernatural",FINISHED
Hanamaru Youchien Special Preview,56.0,1.0,Comedy,FINISHED
Marriage Blue,56.0,1.0,Hentai,FINISHED
Aitsu to Lullaby: Suiyoubi no Cinderella,56.0,1.0,"Drama, Sports",FINISHED
Sengoku Majin Goushougun (Movie),56.0,1.0,"Mecha, Sci-Fi",FINISHED
Nine 2: Koibito Sengen,56.0,1.0,"Romance, Sports",FINISHED
Shounen Ashibe 2,56.0,25.0,"Comedy, Slice of Life",FINISHED
Phantom: Requiem for the Phantom Picture Drama,56.0,12.0,Comedy,FINISHED
Otaku no Seiza,56.0,2.0,Comedy,FINISHED
Kataku,56.0,1.0,Supernatural,FINISHED
Chokin Senshi Cashman,56.0,1.0,"Action, Comedy",FINISHED
Element Hunters,56.0,39.0,Sci-Fi,FINISHED
Quiz Magic Academy: The Original Animation,56.0,1.0,"Comedy, Fantasy",FINISHED
To Heart Omakes,56.0,6.0,"Comedy, Slice of Life",FINISHED
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,56.0,2.0,Hentai,FINISHED
Tenrankai no E,56.0,1.0,Comedy,FINISHED
Loveless Specials,56.0,6.0,"Comedy, Fantasy, Romance, Supernatural",FINISHED
Tsuma Tsuma,56.0,2.0,Hentai,FINISHED
Kaitouranma: THE ANIMATION,56.0,2.0,"Action, Adventure",FINISHED
Zoids Fuzors,56.0,26.0,"Adventure, Mecha, Sci-Fi",FINISHED
Kujibiki♥Unbalance (TV),56.0,12.0,"Comedy, Romance",FINISHED
Chijoku Shinsatsushitsu,56.0,2.0,Hentai,FINISHED
Otogi-juushi Akazukin (OVA),56.0,1.0,Adventure,FINISHED
STAR RAIL DISCO: Odore Kaitakusha,55.0,1.0,,FINISHED
Yubisaki Petit,55.0,12.0,"Comedy, Slice of Life",FINISHED
Ochibi-san,55.0,24.0,Slice of Life,FINISHED
Kagari Hibana,55.0,1.0,"Action, Fantasy, Romance, Supernatural",FINISHED
Saint Seiya: Knights of the Zodiac Battle Sanctuary,55.0,12.0,"Action, Adventure, Fantasy",FINISHED
Usamimi Bouken-tan: Sekuhara Shinagara Sekai wo Sukue,55.0,4.0,"Adventure, Fantasy, Hentai",FINISHED
Zenonzard: THE ANIMATION,55.0,9.0,"Action, Drama, Sci-Fi",FINISHED
Avengers Confidential: Black Widow & Punisher,55.0,1.0,"Action, Adventure, Sci-Fi",FINISHED
Keishicho Tokumu-bu Tokushu Kyoaku-han Taisaku-Shitsu Dai-Nana-ka: Tokunana,55.0,12.0,"Action, Drama, Mystery, Psychological",FINISHED
Ikebukuro PR Anime,55.0,1.0,Fantasy,FINISHED
Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo SONG Special,55.0,1.0,"Mahou Shoujo, Music",FINISHED
DECORATOR,55.0,1.0,,FINISHED
Aftermath,55.0,1.0,Drama,FINISHED
Terra Formars: Revenge OVA,55.0,2.0,"Action, Horror, Sci-Fi",FINISHED
Furifure THE ANIMATION,55.0,1.0,Hentai,FINISHED
Ana no Oku no Ii Tokoro,55.0,2.0,Hentai,FINISHED
Last Orders,55.0,1.0,"Action, Sci-Fi",FINISHED
Taisei Kensetsu: Vietnam Noi Bai Kuukou,55.0,1.0,Drama,FINISHED
Ai Tenchi Muyou!,55.0,50.0,"Comedy, Sci-Fi",FINISHED
Ikusa Otome Valkyrie G,55.0,2.0,"Fantasy, Hentai, Supernatural",FINISHED
Betsu ni Anta no Tame ni Ookiku Nattan Janain Dakara ne!!,55.0,1.0,Hentai,FINISHED
Birei Okami Mie,55.0,1.0,Hentai,FINISHED
B.B BURNING BLOOD,55.0,3.0,"Action, Sports",FINISHED
Break Blade Picture Drama,55.0,6.0,"Comedy, Fantasy",FINISHED
Last Waltz: Hakudaku Mamire no Natsu Gasshuku,55.0,2.0,Hentai,FINISHED
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,55.0,2.0,Hentai,FINISHED
Mesu Kyoushi: Injoku no Kyoushitsu,55.0,3.0,Hentai,FINISHED
Pikachu no Kirakira Daisousaku!,55.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Hoshi Neko Fullhouse,55.0,4.0,"Comedy, Romance, Sci-Fi",FINISHED
Mahjong Hishou-den Naki no Ryuu,55.0,3.0,Drama,FINISHED
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,55.0,1.0,Comedy,FINISHED
Maeterlinck no Aoi Tori,55.0,26.0,"Adventure, Fantasy",FINISHED
Chikan Monogatari,55.0,2.0,Hentai,FINISHED
Juusenki L-Gaim I: Pentagona Window + Lady Gablae,55.0,1.0,"Action, Mecha, Sci-Fi",FINISHED
W: Wish,55.0,13.0,"Drama, Romance, Slice of Life",FINISHED
Jinki:Extend,55.0,12.0,"Mecha, Sci-Fi",FINISHED
Kemonokko Tsuushin: The Animation - Toriko Rupia,55.0,1.0,Hentai,FINISHED
Tsugunai,55.0,,Hentai,RELEASING
Isekai Shoukan wa Nidome desu,55.0,12.0,"Adventure, Comedy, Fantasy",FINISHED
Kamisama no Idenshi,55.0,1.0,,FINISHED
Ba Ma Laizi Erci Yuan,55.0,24.0,"Comedy, Slice of Life",FINISHED
Bouken-tai: Mori no Yuusha,55.0,1.0,,FINISHED
Code Geass: Hangyaku no Lelouch DVD Magazine,55.0,10.0,Comedy,FINISHED
